	kingdom	phylum	class	order	family	genus	species
Otu26169	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
Otu26170	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter	uncultured bacterium
Otu26171	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
Otu26172	Bacteria						
Otu26173	Bacteria						
Otu26174	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	
Otu26175	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
Otu26176	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	
Otu26177	Bacteria	Patescibacteria	Parcubacteria	Candidatus Brennerbacteria	Parcubacteria group bacterium GW2011_GWA2_42_14		
Otu26178	Bacteria	Acidobacteria	Subgroup 17				
Otu26179	Bacteria	Acidobacteria	Subgroup 6				
Otu26180	Bacteria						
Otu26181	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	uncultured Hyphomicrobiaceae bacterium
Otu26182	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales			
Otu26183	Bacteria	Omnitrophicaeota	uncultured prokaryote				
Otu26184	Bacteria						
Otu26185	Bacteria	Proteobacteria	Gammaproteobacteria				
Otu26186	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
Otu26187	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	uncultured bacterium
Otu26188	Bacteria	Patescibacteria	Microgenomatia				
Otu26189	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
Otu26190	Bacteria	Patescibacteria	Parcubacteria				
Otu26191	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured	
Otu26192	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Malawimonas jakobiformis	
Otu26193	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales			
Otu26194	Bacteria	Patescibacteria	Berkelbacteria				
Otu26195	Bacteria						
Otu26196	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	uncultured	uncultured Acidobacteriales bacterium
Otu26197	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured		
Otu26198	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured Planctomycetaceae bacterium	
Otu26199	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	uncultured		
Otu26200	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales			
Otu26201	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured		
Otu26202	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20		
Otu26203	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales			
Otu26204	Bacteria	Acidobacteria	Subgroup 6				
Otu26205	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	Planctomycetaceae bacterium LX124
Otu26206	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae		
Otu26207	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	
Otu26208	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae		
Otu26209	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales			
Otu26210	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured bacterium
Otu26211	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	
Otu26212	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	uncultured Thiobacter sp.
Otu26213	Bacteria	Acidobacteria					
Otu26214	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Elev-16S-573	uncultured bacterium		
Otu26215	Bacteria	Armatimonadetes	uncultured				
Otu26216	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	
Otu26217	Bacteria	Omnitrophicaeota	uncultured bacterium				
Otu26218	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured	uncultured Acidobacteria bacterium
Otu26219	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
Otu26220	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b		
Otu26221	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured bacterium
Otu26222	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	FFCH7168	uncultured bacterium
Otu26223	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	uncultured bacterium	
Otu26224	Bacteria	Actinobacteria	Actinobacteria				
Otu26225	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	FFCH7168	uncultured bacterium
Otu26226	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	
Otu26227	Bacteria	Chloroflexi	SHA-26	uncultured bacterium			
Otu26228	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus	uncultured bacterium
Otu26229	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae		
Otu26230	Bacteria	Acidobacteria	Subgroup 6	uncultured proteobacterium			
Otu26231	Bacteria	Patescibacteria	Parcubacteria				
Otu26232	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	metagenome	
Otu26233	Bacteria						
Otu26234	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Elev-16S-1166	
Otu26235	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured Thermomicrobia bacterium	
Otu26236	Bacteria	Latescibacteria	uncultured bacterium				
Otu26237	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Elev-16S-573			
Otu26238	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25		
Otu26239	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
Otu26240	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	
Otu26241	Bacteria						
Otu26242	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales			
Otu26243	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured planctomycete	
Otu26244	Bacteria						
Otu26245	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	
Otu26246	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Polycyclovorans	uncultured bacterium
Otu26247	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
Otu26248	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu26249	Bacteria	Acidobacteria	Subgroup 6				
Otu26250	Bacteria	Proteobacteria	Alphaproteobacteria				
Otu26251	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales			
Otu26252	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	
Otu26253	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	
Otu26254	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	
Otu26255	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured bacterium	
Otu26256	Bacteria						
Otu26257	Archaea	Euryarchaeota	Thermoplasmata	Marine Group II	uncultured archaeon		
Otu26258	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	
Otu26259	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	Sphingobacterium sp. P-7
Otu26260	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
Otu26261	Bacteria	Patescibacteria	Microgenomatia				
Otu26262	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	uncultured bacterium
Otu26263	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	uncultured proteobacterium
Otu26264	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu26265	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria			
Otu26266	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	
Otu26267	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
Otu26268	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	
Otu26269	Bacteria	Proteobacteria	Alphaproteobacteria				
Otu26270	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured soil bacterium		
Otu26271	Bacteria	Chloroflexi	AD3	uncultured Chloroflexi bacterium			
Otu26272	Bacteria	Bacteroidetes	Ignavibacteria	Kryptoniales	BSV26		
Otu26273	Bacteria	Acidobacteria	Subgroup 6	uncultured Holophagae bacterium			
Otu26274	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	
Otu26275	Bacteria	Acidobacteria	Subgroup 6				
Otu26276	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	uncultured	
Otu26277	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
Otu26278	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	
Otu26279	Bacteria	Planctomycetes	Phycisphaerae	CCM11a	uncultured bacterium		
Otu26280	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	uncultured proteobacterium
Otu26281	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	uncultured bacterium	
Otu26282	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	
Otu26283	Bacteria	Actinobacteria					
Otu26284	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured	uncultured bacterium		
Otu26285	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured		
Otu26286	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)		
Otu26287	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	uncultured proteobacterium
Otu26288	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured bacterium	
Otu26289	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
Otu26290	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	uncultured	uncultured bacterium
Otu26291	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
Otu26292	Bacteria	Patescibacteria	Microgenomatia	Candidatus Roizmanbacteria			
Otu26293	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Punica granatum (pomegranate)
Otu26294	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14		
Otu26295	Bacteria	Margulisbacteria	uncultured bacterium				
Otu26296	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	
Otu26297	Bacteria	Acidobacteria	Subgroup 6				
Otu26298	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	uncultured soil bacterium
Otu26299	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	
Otu26300	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Eel-36e1D6	uncultured Polyangiaceae bacterium	
Otu26301	Bacteria	Patescibacteria	Gracilibacteria	Ambiguous_taxa			
Otu26302	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)				
Otu26303	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
Otu26304	Bacteria	Patescibacteria	Gracilibacteria	uncultured bacterium			
Otu26305	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	
Otu26306	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	metagenome
Otu26307	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Jan-59	uncultured Ktedobacteria bacterium
Otu26308	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade			
Otu26309	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured		
Otu26310	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25		
Otu26311	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
Otu26312	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
Otu26313	Bacteria	Planctomycetes	Phycisphaerae	mle1-8	uncultured bacterium		
Otu26314	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	
Otu26315	Bacteria	Patescibacteria	Berkelbacteria	metagenome			
Otu26316	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woykebacteria	uncultured bacterium		
Otu26317	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
Otu26318	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2	metagenome		
Otu26319	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria			
Otu26320	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	
Otu26321	Bacteria	Actinobacteria	MB-A2-108				
Otu26322	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
Otu26323	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae		
Otu26324	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	uncultured Parcubacteria group bacterium		
Otu26325	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Solirubrobacter sp.
Otu26326	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae		
Otu26327	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	966-1	uncultured beta proteobacterium
Otu26328	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	uncultured Nitrosomonadaceae bacterium
Otu26329	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	uncultured bacterium
Otu26330	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
Otu26331	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	
Otu26332	Archaea	Nanoarchaeaeota	Woesearchaeia	Candidatus Staskawiczbacteria bacterium RIFOXYA2_FULL_32_7			
Otu26333	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9			
Otu26334	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
Otu26335	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu26336	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
Otu26337	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	uncultured bacterium		
Otu26338	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	uncultured bacterium	
Otu26339	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	uncultured Terrimonas sp.
Otu26340	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	
Otu26341	Bacteria	Acidobacteria	Subgroup 6	uncultured Saccharibacillus sp.			
Otu26342	Bacteria	Acidobacteria					
Otu26343	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	uncultured	
Otu26344	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
Otu26345	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter	
Otu26346	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	uncultured beta proteobacterium	
Otu26347	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
Otu26348	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter	metagenome
Otu26349	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	
Otu26350	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	Ambiguous_taxa
Otu26351	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae		
Otu26352	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus	Craurococcus sp. HM28-1
Otu26353	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	unidentified
Otu26354	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	
Otu26355	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	37-13		
Otu26356	Bacteria						
Otu26357	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	uncultured	uncultured Rhizobiales bacterium
Otu26358	Bacteria	Patescibacteria	Parcubacteria	uncultured Parcubacteria group bacterium			
Otu26359	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured Pedosphaera sp.	
Otu26360	Bacteria	Omnitrophicaeota					
Otu26361	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	uncultured	uncultured bacterium
Otu26362	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	uncultured	delta proteobacterium WX81
Otu26363	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae		
Otu26364	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	uncultured	Isosphaera sp. SD2-3
Otu26365	Bacteria	Acidobacteria	Holophagae	Subgroup 7			
Otu26366	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
Otu26367	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	uncultured Rubrobacteria bacterium	
Otu26368	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	uncultured soil bacterium	
Otu26369	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	uncultured bacterium
Otu26370	Bacteria						
Otu26371	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae		
Otu26372	Bacteria	Patescibacteria	Parcubacteria	Candidatus Doudnabacteria			
Otu26373	Bacteria						
Otu26374	Bacteria	Omnitrophicaeota	uncultured deep-sea bacterium				
Otu26375	Bacteria	Proteobacteria					
Otu26376	Bacteria	Acidobacteria	Subgroup 6				
Otu26377	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae		
Otu26378	Bacteria	FBP	uncultured soil bacterium				
Otu26379	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	
Otu26380	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
Otu26381	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	
Otu26382	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	bacterium enrichment culture clone KIST-JJY169
Otu26383	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	
Otu26384	Bacteria	Elusimicrobia	Elusimicrobia	MVP-88	uncultured bacterium		
Otu26385	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria			
Otu26386	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu26387	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured bacterium		
Otu26388	Bacteria	Omnitrophicaeota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	uncultured bacterium
Otu26389	Bacteria	Patescibacteria	Berkelbacteria	metagenome			
Otu26390	Bacteria	Planctomycetes	Planctomycetacia				
Otu26391	Bacteria	Acidobacteria	Subgroup 6				
Otu26392	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	
Otu26393	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
Otu26394	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	uncultured Verrucomicrobia bacterium
Otu26395	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	D05-2		
Otu26396	Bacteria	Acidobacteria	Holophagae	Subgroup 7	uncultured proteobacterium		
Otu26397	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured bacterium	
Otu26398	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales			
Otu26399	Bacteria	Patescibacteria	Parcubacteria				
Otu26400	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured Gemmatimonas sp.
Otu26401	Bacteria	Acidobacteria	Subgroup 6				
Otu26402	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae		
Otu26403	Bacteria	Patescibacteria	ABY1	Candidatus Komeilibacteria	uncultured bacterium		
Otu26404	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	uncultured bacterium
Otu26405	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	
Otu26406	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu26407	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured bacterium
Otu26408	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	uncultured bacterium
Otu26409	Bacteria						
Otu26410	Bacteria	Planctomycetes	vadinHA49	metagenome			
Otu26411	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	
Otu26412	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured		
Otu26413	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	
